days,Number of HFMD patients,Cu_hfmd,Rt,RtLB,RtUB,Abshum,Rainyseason,schoolvac
2019-06-01,1384.945658,43802.47425,1.020267148,0.972846265,1.06768803,9.570823832,0,0
2019-06-02,1379.957653,45182.4319,1.035299411,0.987542533,1.083056289,7.081254128,0,0
2019-06-03,1382.516729,46564.94863,1.05465375,1.006634681,1.102672819,8.736168389,0,0
2019-06-04,1395.252909,47960.20154,1.075965978,1.027815839,1.124116117,10.89794802,0,0
2019-06-05,1418.166195,49378.36773,1.097341051,1.049252454,1.145429648,12.66187029,0,0
2019-06-06,1451.256587,50829.62432,1.117621278,1.069778162,1.165464395,13.84389193,0,0
2019-06-07,1494.524083,52324.1484,1.136251958,1.0888479,1.183656015,13.07129529,0,0
2019-06-08,1547.968685,53872.11709,1.153007464,1.10618886,1.199826069,10.71388065,0,0
2019-06-09,1611.590392,55483.70748,1.167706343,1.121630942,1.213781744,12.43027898,0,0
2019-06-10,1685.389204,57169.09669,1.180157563,1.134931635,1.225383491,10.78004975,0,0
2019-06-11,1769.365122,58938.46181,1.19004932,1.145791376,1.234307264,8.980359308,0,0
2019-06-12,1863.518144,60801.97995,1.196846471,1.153659486,1.240033455,10.50654533,0,0
2019-06-13,1967.848272,62769.82822,1.199707945,1.157654818,1.241761072,10.23216613,0,0
2019-06-14,2082.355505,64852.18373,1.197948096,1.157086597,1.238809596,10.93181933,0,0
2019-06-15,2207.039844,67059.22357,1.191805351,1.152184121,1.231426581,11.58869119,0,0
2019-06-16,2339.788354,69399.01193,1.182578311,1.144196277,1.220960345,10.41477382,0,0
2019-06-17,2472.149304,71871.16123,1.171926601,1.134694562,1.20915864,11.03815588,0,0
2019-06-18,2602.009759,74473.17099,1.161114593,1.124937076,1.197292109,13.98166412,0,0
2019-06-19,2729.36972,77202.54071,1.150854774,1.11563509,1.186074459,14.37923955,0,0
2019-06-20,2854.229187,80056.7699,1.141413318,1.10707078,1.175755856,13.88265385,0,0
2019-06-21,2976.58816,83033.35806,1.132817015,1.099279201,1.166354829,14.05722859,0,0
2019-06-22,3096.446639,86129.8047,1.124980322,1.092172262,1.157788382,8.892032898,0,0
2019-06-23,3213.804623,89343.60932,1.117796759,1.085668333,1.149925185,9.189100933,0,0
2019-06-24,3328.662114,92672.27143,1.111193109,1.07968998,1.142696238,10.70019753,0,0
2019-06-25,3441.01911,96113.29054,1.105037981,1.074112721,1.135963242,11.17165527,0,0
2019-06-26,3550.875612,99664.16615,1.099118194,1.068734502,1.129501886,12.51841291,1,0
2019-06-27,3658.23162,103322.3978,1.093147002,1.063270114,1.12302389,16.34487153,1,0
2019-06-28,3763.087134,107085.4849,1.086844116,1.057448276,1.116239956,15.26062713,1,0
2019-06-29,3865.442153,110950.9271,1.08009213,1.051150945,1.109033316,14.70256149,1,0
2019-06-30,3964.486594,114915.4137,1.072995457,1.044484632,1.101506282,15.68815794,1,0
2019-07-01,4056.980118,118972.3938,1.065804817,1.03768993,1.093919703,13.52644339,1,0
2019-07-02,4142.11264,123114.5064,1.05874731,1.03098846,1.086506159,13.66345405,1,0
2019-07-03,4219.884161,127334.3906,1.051946981,1.024509626,1.079384336,13.89671224,1,0
2019-07-04,4290.29468,131624.6853,1.045439077,1.01828743,1.072590724,13.03496589,1,0
2019-07-05,4353.344198,135978.0295,1.039201012,1.012305059,1.066096966,10.89751886,1,0
2019-07-06,4409.032714,140387.0622,1.033198472,1.006530246,1.059866698,11.76932037,1,0
2019-07-07,4457.360229,144844.4224,1.02738993,1.00092023,1.053859631,10.73716939,1,0
2019-07-08,4498.326742,149342.7491,1.021723804,0.995428461,1.048019147,10.69657954,1,0
2019-07-09,4531.932253,153874.6814,1.016136832,0.989993382,1.042280281,10.47678681,1,0
2019-07-10,4558.176763,158432.8582,1.010532224,0.984516925,1.036547523,12.6006152,1,0
2019-07-11,4577.060272,163009.9184,1.004791516,0.978885278,1.030697755,14.59932995,1,0
2019-07-12,4588.582779,167598.5012,0.998818743,0.97300387,1.024633615,13.67267522,1,0
2019-07-13,4592.744284,172191.2455,0.992556272,0.966813134,1.01829941,15.12988801,1,0
2019-07-14,4589.167922,176780.4134,0.985991853,0.960301172,1.011682533,15.17227133,1,0
2019-07-15,4576.346227,181356.7596,0.979156233,0.953495916,1.004816551,17.03600709,1,1
2019-07-16,4553.902335,185910.662,0.972089171,0.946436872,0.99774147,17.58533053,1,1
2019-07-17,4521.836244,190432.4982,0.964811128,0.93914105,0.990481206,17.4042282,1,1
2019-07-18,4480.147956,194912.6462,0.957311035,0.931596902,0.983025169,16.46308758,1,1
2019-07-19,4428.837469,199341.4836,0.949560933,0.92377895,0.975342916,16.84917982,1,1
2019-07-20,4367.904784,203709.3884,0.941515072,0.915637911,0.967392233,18.18081893,1,1
2019-07-21,4297.349901,208006.7383,0.9330997,0.907099264,0.959100137,20.14434737,1,1
2019-07-22,4217.17282,212223.9111,0.924268357,0.898117913,0.950418801,18.55289122,1,1
2019-07-23,4127.373541,216351.2847,0.915121334,0.888787009,0.941455659,19.00124763,1,1
2019-07-24,4027.952064,220379.2367,0.906049909,0.879493124,0.932606695,20.3712212,1,1
2019-07-25,3918.908388,224298.1451,0.897774594,0.870942324,0.924606865,22.26426422,1,1
2019-07-26,3800.242515,228098.3877,0.891079921,0.863906975,0.918252867,21.83783014,1,1
2019-07-27,3671.954443,231770.3421,0.886405008,0.858818183,0.913991832,20.9281965,1,1
2019-07-28,3536.439202,235306.7813,0.8836321,0.855554029,0.911710171,21.44764639,1,1
2019-07-29,3403.276903,238710.0582,0.882272743,0.853668753,0.910876734,19.5835481,1,1
2019-07-30,3274.862576,241984.9208,0.881831225,0.852679753,0.910982697,20.47869839,0,1
2019-07-31,3151.196219,245136.117,0.881930899,0.852210209,0.911651589,21.6283797,0,1
2019-08-01,3032.277834,248168.3948,0.882350671,0.852046487,0.912654856,21.05353905,0,1
2019-08-02,2918.10742,251086.5022,0.883022395,0.852122405,0.913922385,20.30805001,0,1
2019-08-03,2808.684978,253895.1872,0.883966795,0.852459457,0.915474133,19.83858152,0,1
2019-08-04,2704.010506,256599.1977,0.885225641,0.853094132,0.917357149,20.55055347,0,1
2019-08-05,2604.084006,259203.2817,0.886818122,0.854052365,0.91958388,19.80573075,0,1
2019-08-06,2508.905477,261712.1872,0.888749477,0.855340637,0.922158318,16.71472253,0,1
2019-08-07,2418.474919,264130.6621,0.891023117,0.856956958,0.925089275,19.76695389,0,1
2019-08-08,2332.792332,266463.4545,0.89366449,0.858942898,0.928386081,20.10089476,0,1
2019-08-09,2251.857716,268715.3122,0.896717225,0.861329726,0.932104723,20.41361287,0,1
2019-08-10,2175.671072,270890.9833,0.900195513,0.864140711,0.936250314,18.59813123,0,1
2019-08-11,2104.232398,272995.2157,0.904126111,0.867396812,0.94085541,16.24463559,0,1
2019-08-12,2037.541696,275032.7573,0.908544209,0.871154295,0.945934123,22.90308193,0,1
2019-08-13,1975.598965,277008.3563,0.913442799,0.8753923,0.951493299,21.83670346,0,1
2019-08-14,1918.404206,278926.7605,0.918639698,0.8799353,0.957344096,19.24439834,0,1
2019-08-15,1865.957417,280792.7179,0.923794257,0.88447252,0.963115995,19.62239231,0,1
2019-08-16,1818.2586,282610.9765,0.928540766,0.888626429,0.968455103,17.79436955,0,1
2019-08-17,1775.307753,284386.2843,0.932660627,0.892197068,0.973124186,16.64812761,0,1
2019-08-18,1736.67674,286122.961,0.936232989,0.895268995,0.977196983,15.39150544,0,1
2019-08-19,1700.653005,287823.614,0.93951216,0.898061194,0.980963126,14.53002515,0,0
2019-08-20,1666.808411,289490.4224,0.942735212,0.900808065,0.984662358,15.28305833,0,0
2019-08-21,1635.142958,291125.5654,0.946080842,0.903687722,0.988473962,17.17776317,0,0
2019-08-22,1605.656645,292731.222,0.949640885,0.906806012,0.992475758,16.45296304,0,0
2019-08-23,1578.349472,294309.5715,0.953397905,0.910120372,0.996675437,14.04030452,0,0
2019-08-24,1553.22144,295862.793,0.957254726,0.913563585,1.000945866,13.32508126,0,0
2019-08-25,1530.272549,297393.0655,0.961171005,0.917084467,1.005257543,14.9887616,0,0
2019-08-26,1509.502798,298902.5683,0.965133554,0.920687251,1.009579857,15.44325029,0,0
2019-08-27,1490.912187,300393.4805,0.968997182,0.924204267,1.013790097,16.7718408,0,0
2019-08-28,1474.500717,301867.9812,0.972195851,0.927113068,1.017278635,15.98003064,0,0
2019-08-29,1460.268387,303328.2496,0.973728489,0.928397728,1.019059251,16.12904077,0,0
2019-08-30,1448.215198,304776.4648,0.972533612,0.927041843,1.018025381,13.0278203,0,0
2019-08-31,1438.34115,306214.8059,0.968153855,0.92258289,1.013724819,13.40735655,0,0
2019-09-01,1429.515259,307644.3212,0.960909942,0.915341246,1.006478638,13.28328501,0,0
2019-09-02,1417.213597,309061.5348,0.951537088,0.90592865,0.997145526,12.27663885,0,0
2019-09-03,1400.305179,310461.84,0.940660215,0.89497541,0.986345021,14.677663,0,0
2019-09-04,1378.790007,311840.63,0.928707648,0.882901548,0.974513748,17.97438341,0,0
2019-09-05,1352.66808,313193.2981,0.915853526,0.869857421,0.961849631,18.5089847,0,0
2019-09-06,1321.939399,314515.2375,0.902065633,0.855806389,0.948324877,18.57974343,0,0
2019-09-07,1286.603962,315801.8414,0.887215944,0.840635509,0.93379638,17.17776317,0,0
2019-09-08,1246.661772,317048.5032,0.871111461,0.824130486,0.918092435,17.17422133,0,0
2019-09-09,1202.112826,318250.616,0.853533134,0.806065306,0.901000962,17.02295988,0,0
2019-09-10,1152.957126,319403.5732,0.834592076,0.786551427,0.882632725,19.81355451,0,0
2019-09-11,1099.194671,320502.7678,0.815254323,0.766491052,0.864017594,15.5369894,0,0
2019-09-12,1040.825461,321543.5933,0.797518542,0.747834501,0.847202584,13.04717911,0,0
2019-09-13,977.8494965,322521.4428,0.783837336,0.73291711,0.834757563,12.27247516,0,0
2019-09-14,910.2667774,323431.7096,0.775966915,0.723383299,0.828550531,15.76780674,0,0
2019-09-15,839.90126,324271.6108,0.774345632,0.719654777,0.829036487,15.19785264,0,0
2019-09-16,774.0487699,325045.6596,0.778459664,0.721357607,0.835561721,11.43695618,0,0
2019-09-17,714.5332635,325760.1929,0.787647449,0.727947231,0.847347667,8.609761589,0,0
2019-09-18,661.3547407,326421.5476,0.801512533,0.738975093,0.864049974,8.323891552,0,0
2019-09-19,614.5132017,327036.0608,0.819960859,0.754525256,0.885396462,7.78221139,0,0
2019-09-20,574.0086463,327610.0694,0.843136694,0.774640979,0.911632409,8.890914686,0,0
2019-09-21,539.8410746,328149.9105,0.871079856,0.799541139,0.942618573,10.20279189,0,0
2019-09-22,512.0104866,328661.921,0.90362376,0.829097833,0.978149687,10.06422329,0,0
2019-09-23,490.5168822,329152.4379,0.940019403,0.862761948,1.017276859,8.704358112,0,0
2019-09-24,475.3602616,329627.7981,0.978452321,0.89873432,1.058170321,10.05384602,0,0
2019-09-25,466.5406246,330094.3388,1.015456624,0.934002252,1.096910997,11.51954896,0,0
2019-09-26,464.0579713,330558.3967,1.046188424,0.963644364,1.128732484,11.66250451,0,0
2019-09-27,467.9123017,331026.309,1.065902174,0.983195393,1.148608954,11.47578476,0,0
2019-09-28,478.1036158,331504.4127,1.07261205,0.990593115,1.154630985,12.31255606,0,0
2019-09-29,493.1288972,331997.5416,1.068030021,0.987378081,1.148681961,11.5914278,0,0
2019-09-30,506.976081,332504.5176,1.056129624,0.976902679,1.135356569,11.54151077,0,0
2019-10-01,518.1421507,333022.6598,1.040615562,0.962645172,1.118585951,13.76557601,0,0
2019-10-02,526.6271065,333549.2869,1.023837086,0.946989932,1.10068424,16.57975684,0,0
2019-10-03,532.4309482,334081.7178,1.006837652,0.930821119,1.082854184,14.25181421,0,0
2019-10-04,535.5536759,334617.2715,0.989851428,0.914596219,1.065106637,14.0648051,0,0
2019-10-05,535.9952897,335153.2668,0.972929891,0.898158472,1.04770131,11.72641959,0,0
2019-10-06,533.7557894,335687.0226,0.955883981,0.881472888,1.030295073,8.214609685,0,0
2019-10-07,528.8351751,336215.8578,0.938614493,0.864368028,1.012860957,11.56823228,0,0
2019-10-08,521.2334468,336737.0912,0.921243402,0.846953548,0.995533257,7.1288329,0,0
2019-10-09,510.9506045,337248.0418,0.904503858,0.830002121,0.979005596,5.453902465,0,0
2019-10-10,497.9866482,337746.0285,0.889811063,0.814797078,0.964825048,7.831317463,0,0
2019-10-11,482.3415779,338228.3701,0.878676028,0.802781584,0.954570473,9.312317346,0,0
2019-10-12,464.0153936,338692.3854,0.87195994,0.794834581,0.949085299,7.298347482,0,0
2019-10-13,443.6745603,339136.06,0.869448298,0.790694575,0.94820202,7.504034632,0,0
2019-10-14,423.9849385,339560.0449,0.87020677,0.789585886,0.950827655,6.932522344,0,0
