days,Number of HFMD patients,Cu_hfmd,Rt,RtLB,RtUB,Abshum,Rainyseason,schoolvac
2014-05-14,1077.892474,28396.96364,1.143356509,1.087440378,1.19927264,9.509656095,0,0
2014-05-15,1123.933829,29520.89747,1.138055792,1.083382771,1.192728813,10.10054636,0,0
2014-05-16,1170.171247,30691.06871,1.133141318,1.079633616,1.186649019,7.490870786,0,0
2014-05-17,1216.604727,31907.67344,1.128620083,1.076228691,1.181011475,8.166760322,0,0
2014-05-18,1263.234269,33170.90771,1.124463102,1.073100726,1.175825478,8.540903171,0,0
2014-05-19,1310.059873,34480.96758,1.120565802,1.070194724,1.170936879,9.332269356,0,0
2014-05-20,1357.081539,35838.04912,1.116858141,1.067424453,1.166291829,8.17516378,0,0
2014-05-21,1404.299267,37242.34839,1.113231799,1.064688984,1.161774613,11.22227028,0,0
2014-05-22,1451.713057,38694.06145,1.109552564,1.061875957,1.157229171,10.95796754,0,0
2014-05-23,1499.32291,40193.38436,1.105697067,1.058831457,1.152562678,13.11858492,0,0
2014-05-24,1547.128825,41740.51318,1.101603734,1.055530973,1.147676494,12.48870317,0,0
2014-05-25,1594.951,43335.46418,1.097364507,1.052052011,1.142677002,13.72460208,0,0
2014-05-26,1642.070232,44977.53441,1.093098835,1.048500629,1.13769704,10.69928657,0,0
2014-05-27,1688.306718,46665.84113,1.088905597,1.044978565,1.132832629,9.984192445,0,0
2014-05-28,1733.660459,48399.50159,1.08488907,1.041604911,1.12817323,13.23230534,0,0
2014-05-29,1778.131455,50177.63304,1.081130579,1.038437919,1.123823238,10.54292144,0,0
2014-05-30,1821.719706,51999.35275,1.077632491,1.035507342,1.119757639,9.200186689,0,0
2014-05-31,1864.425211,53863.77796,1.07437453,1.032771434,1.115977626,12.09235636,0,0
2014-06-01,1906.247972,55770.02593,1.071302449,1.030202471,1.112402427,12.91101936,0,0
2014-06-02,1947.187987,57717.21392,1.068379147,1.027754435,1.109003859,14.66387383,0,0
2014-06-03,1987.245256,59704.45918,1.065520996,1.025346422,1.10569557,15.19904021,0,0
2014-06-04,2026.419781,61730.87896,1.062602507,1.022856643,1.102348371,12.44477519,0,0
2014-06-05,2064.71156,63795.59052,1.059490918,1.020164678,1.098817158,12.01928773,0,0
2014-06-06,2102.120594,65897.71111,1.056088139,1.017155153,1.095021126,12.79991377,0,0
2014-06-07,2138.646883,68036.35799,1.052358457,1.013813106,1.090903809,13.62761006,0,0
2014-06-08,2174.023795,70210.38179,1.048380076,1.010198385,1.086561767,14.01498213,0,0
2014-06-09,2207.1848,72417.56659,1.044262236,1.006420806,1.082103666,14.14805917,0,0
2014-06-10,2237.863267,74655.42986,1.040121268,1.002596819,1.077645717,15.02720245,0,0
2014-06-11,2266.059196,76921.48905,1.036040088,0.998801369,1.073278806,15.27935718,0,0
2014-06-12,2291.772586,79213.26164,1.032053335,0.995078396,1.069028274,13.405879,0,0
2014-06-13,2315.003438,81528.26508,1.028174012,0.991433752,1.064914272,14.62001772,0,0
2014-06-14,2335.751752,83864.01683,1.024392094,0.987866646,1.060917541,13.94377985,0,0
2014-06-15,2354.017527,86218.03436,1.020698914,0.984361525,1.057036303,14.13999899,0,0
2014-06-16,2369.800764,88587.83512,1.017077076,0.980909829,1.053244324,13.96042807,0,0
2014-06-17,2383.101463,90970.93658,1.013514038,0.977492163,1.049535913,15.71042046,1,0
2014-06-18,2393.919624,93364.85621,1.009982462,0.974089821,1.045875103,15.53727313,1,0
2014-06-19,2402.255246,95767.11145,1.00644937,0.970663146,1.042235594,15.6785481,1,0
2014-06-20,2408.10833,98175.21978,1.002869211,0.967174856,1.038563565,16.58014356,1,0
2014-06-21,2411.478875,100586.6987,0.999210783,0.963587053,1.034834512,16.48364612,1,0
2014-06-22,2412.301614,102999.0003,0.995447904,0.959881689,1.03101412,15.64230707,1,0
2014-06-23,2410.315473,105409.3157,0.991573954,0.956044601,1.027103308,16.56848768,1,0
2014-06-24,2405.455185,107814.7709,0.987590526,0.952077455,1.023103598,14.91298084,1,0
2014-06-25,2397.720748,110212.4917,0.983530083,0.948019721,1.019040445,15.66795269,1,0
2014-06-26,2387.112163,112599.6038,0.979429448,0.943892999,1.014965896,14.67154421,1,0
2014-06-27,2373.62943,114973.2333,0.975278419,0.939701803,1.010855034,15.89635605,1,0
2014-06-28,2357.272549,117330.5058,0.971051013,0.935404575,1.006697452,15.1671654,1,0
2014-06-29,2338.04152,119668.5473,0.966713276,0.930982461,1.002444091,15.19785264,1,0
2014-06-30,2315.936343,121984.4837,0.962277863,0.926439949,0.998115777,15.5474573,1,0
2014-07-01,2290.957018,124275.4407,0.957779078,0.921809618,0.993748538,16.08263946,1,0
2014-07-02,2263.103545,126538.5442,0.953319517,0.917190691,0.989448344,18.1388665,1,0
2014-07-03,2232.375923,128770.9202,0.949103772,0.912784155,0.985423389,17.14593547,1,0
2014-07-04,2198.774154,130969.6943,0.945370426,0.908833092,0.981907759,15.47967919,1,0
2014-07-05,2162.298237,133131.9926,0.942232304,0.90543019,0.979034418,16.89547646,1,0
2014-07-06,2123.337351,135255.3299,0.939576002,0.902477771,0.976674233,15.66354217,1,0
2014-07-07,2083.448213,137338.7781,0.937177734,0.899762111,0.974593356,15.49534424,1,0
2014-07-08,2043.020002,139381.7981,0.934830735,0.89708703,0.97257444,17.65990173,1,0
2014-07-09,2002.052718,141383.8508,0.932423406,0.894332585,0.970514227,20.70850259,1,0
2014-07-10,1960.546361,143344.3972,0.929927745,0.891480238,0.968375253,15.88714548,1,0
2014-07-11,1918.500931,145262.8981,0.927360609,0.888535841,0.966185378,15.69142099,1,0
2014-07-12,1875.916428,147138.8146,0.924711251,0.885487224,0.963935278,17.24120295,1,0
2014-07-13,1832.792853,148971.6074,0.921953177,0.8823174,0.961588954,17.13598014,1,0
2014-07-14,1789.130204,150760.7376,0.919063296,0.878991603,0.959134988,17.18926293,1,1
2014-07-15,1744.928483,152505.6661,0.916017791,0.875495948,0.956539635,17.33140716,1,1
2014-07-16,1700.187688,154205.8538,0.912826317,0.871826642,0.953825993,16.77655405,1,1
2014-07-17,1654.907821,155860.7616,0.909538322,0.868042108,0.951034536,18.28422558,1,1
2014-07-18,1609.088881,157469.8505,0.906252907,0.864225743,0.948280071,19.5029293,1,1
2014-07-19,1562.730868,159032.5814,0.903029603,0.860447539,0.945611667,20.36007323,1,1
2014-07-20,1515.931101,160548.5125,0.899825796,0.856649183,0.943002408,20.09566706,1,1
2014-07-21,1469.078856,162017.5913,0.89650794,0.852709037,0.940306844,19.07729065,1,1
2014-07-22,1422.271452,163439.8628,0.892998252,0.848548625,0.937447879,20.02338048,1,1
2014-07-23,1375.50889,164815.3717,0.889313226,0.84419954,0.934426912,18.8983188,1,1
2014-07-24,1328.791169,166144.1628,0.885473827,0.839647404,0.931300249,17.42687769,1,1
2014-07-25,1282.118289,167426.2811,0.88140491,0.834830301,0.927979519,20.94455705,1,1
2014-07-26,1235.490251,168661.7714,0.877025221,0.829665205,0.924385237,17.04420586,1,1
2014-07-27,1188.907054,169850.6784,0.872304421,0.824139066,0.920469775,17.07455329,1,1
2014-07-28,1142.368698,170993.0471,0.867266123,0.818231359,0.916300888,17.67615641,1,1
2014-07-29,1095.875183,172088.9223,0.862018198,0.812082292,0.911954104,17.10719469,1,1
2014-07-30,1049.42651,173138.3488,0.856953357,0.806023121,0.907883593,19.68170587,0,1
2014-07-31,1003.022678,174141.3715,0.85275702,0.800765487,0.904748553,21.17454745,0,1
2014-08-01,956.6636869,175098.0352,0.850267655,0.797096292,0.903439019,19.01387934,0,1
2014-08-02,910.3495373,176008.3847,0.850044629,0.79551882,0.904570439,18.19194003,0,1
2014-08-03,864.6261301,176873.0108,0.852186406,0.796203307,0.908169504,21.71510675,0,1
2014-08-04,821.6770692,177694.6879,0.856490926,0.798946505,0.914035347,23.11824258,0,1
2014-08-05,782.0482557,178476.7362,0.862631015,0.803465094,0.921796936,21.88093218,0,1
2014-08-06,745.7396897,179222.4759,0.870374535,0.809583774,0.931165297,20.35326726,0,1
2014-08-07,712.7513711,179935.2272,0.879618915,0.817177393,0.942060436,20.55944589,0,1
2014-08-08,683.0832999,180618.3105,0.890299127,0.826197621,0.954400632,14.96855771,0,1
2014-08-09,656.7354761,181275.046,0.902363163,0.836663253,0.968063074,11.86584142,0,1
2014-08-10,633.7078997,181908.7539,0.915725045,0.848463077,0.982987013,16.36691823,0,1
2014-08-11,614.0005708,182522.7545,0.930208583,0.861445309,0.998971857,16.43444295,0,1
2014-08-12,597.6134892,183120.368,0.945522793,0.875414538,1.015631049,18.33241833,0,1
2014-08-13,584.5466551,183704.9146,0.960912638,0.889612279,1.032212998,16.5297735,0,1
2014-08-14,574.8000684,184279.7147,0.974827087,0.902543141,1.047111034,15.46917899,0,1
2014-08-15,568.3737291,184848.0884,0.98547305,0.912462139,1.058483962,16.51305142,0,1
2014-08-16,565.2676373,185413.3561,0.991902607,0.918520751,1.065284462,17.91999798,0,1
2014-08-17,564.8595003,185978.2156,0.994538349,0.921082062,1.067994636,17.72395403,0,0
2014-08-18,564.660148,186542.8757,0.994546953,0.921088844,1.068005062,17.64307379,0,0
2014-08-19,564.0472879,187106.923,0.993025942,0.919539367,1.066512517,18.95621044,0,0
2014-08-20,563.0209199,187669.9439,0.990800211,0.917306065,1.064294357,19.36264879,0,0
2014-08-21,561.5810441,188231.525,0.98839871,0.914908575,1.061888846,19.847344,0,0
2014-08-22,559.7276605,188791.2526,0.985961163,0.912408932,1.059513395,18.56936481,0,0
2014-08-23,557.460769,189348.7134,0.983409435,0.909727542,1.057091328,18.27193986,0,0
2014-08-24,554.7803697,189903.4938,0.980794098,0.907052695,1.054535501,17.56167446,0,0
2014-08-25,551.6864625,190455.1802,0.978294234,0.904424133,1.052164335,17.31678402,0,0
2014-08-26,548.1790475,191003.3593,0.975909124,0.901836475,1.049981772,16.5414942,0,0
2014-08-27,544.2581246,191547.6174,0.97359311,0.899314912,1.047871308,14.94590566,0,0
2014-08-28,539.9236939,192087.5411,0.971389074,0.896899454,1.045878695,14.97121626,0,0
2014-08-29,535.1757554,192622.7168,0.969403725,0.894619971,1.044187478,16.43898256,0,0
2014-08-30,530.014309,193152.7311,0.967759553,0.892670385,1.04284872,15.78918319,0,0
2014-08-31,524.5026435,193677.2338,0.96653037,0.891123962,1.041936779,14.80621418,0,0
2014-09-01,518.8939143,194196.1277,0.965600788,0.889786547,1.04141503,15.69978195,0,0
2014-09-02,513.2514101,194709.3791,0.964823159,0.888586364,1.041059954,15.08035817,0,0
2014-09-03,507.5751308,195216.9542,0.964238018,0.887645764,1.040830273,16.17830647,0,0
2014-09-04,501.8650766,195718.8193,0.963824199,0.886792499,1.0408559,15.4483085,0,0
2014-09-05,496.1212473,196214.9406,0.963305343,0.885825585,1.040785101,15.95003275,0,0
2014-09-06,490.3436431,196705.2842,0.962522762,0.88459167,1.040453853,15.16569839,0,0
2014-09-07,484.5322638,197189.8165,0.961583206,0.883279445,1.039886967,16.46775038,0,0
2014-09-08,478.6871095,197668.5036,0.960707757,0.88194155,1.039473964,16.67042754,0,0
2014-09-09,472.8081803,198141.3118,0.959940777,0.880700392,1.039181162,13.57224141,0,0
2014-09-10,466.895476,198608.2072,0.959275086,0.879548475,1.039001696,11.63476024,0,0
2014-09-11,460.9489967,199069.1562,0.958652316,0.878428906,1.038875726,12.57495639,0,0
2014-09-12,454.9687424,199524.125,0.957971377,0.877244161,1.038698594,13.77962013,0,0
2014-09-13,448.9547131,199973.0797,0.957108001,0.875873009,1.038342993,12.28080536,0,0
2014-09-14,442.9069088,200415.9866,0.956022547,0.874272231,1.037772863,12.31005035,0,0
2014-09-15,436.8253295,200852.8119,0.954892485,0.87261379,1.03717118,13.30130541,0,0
2014-09-16,430.7099752,201283.5219,0.954025342,0.871203513,1.036847171,7.947472236,0,0
2014-09-17,424.5608459,201708.0828,0.9535738,0.870187377,1.036960223,9.017512536,0,0
2014-09-18,418.3779416,202126.4607,0.953383279,0.869308619,1.03745794,9.84736272,0,0
2014-09-19,412.1612623,202538.622,0.953238002,0.868556685,1.03791932,9.803471465,0,0
2014-09-20,405.910808,202944.5328,0.953257643,0.867947453,1.038567834,9.415990761,0,0
2014-09-21,399.6700746,203344.2028,0.95367514,0.867710418,1.039639862,10.67274705,0,0
2014-09-22,393.6130461,203737.8159,0.954594511,0.86794965,1.041239373,10.27405117,0,0
2014-09-23,387.7832184,204125.5991,0.955834315,0.86848245,1.04318618,10.32682894,0,0
2014-09-24,382.1805915,204507.7797,0.957093111,0.869012673,1.04517355,13.56328271,0,0
2014-09-25,376.8051654,204884.5849,0.958246222,0.869543135,1.046949309,12.85227408,0,0
2014-09-26,371.6569402,205256.2418,0.959420412,0.870080999,1.048759824,14.27027709,0,0
2014-09-27,366.7359157,205622.9777,0.960789853,0.870789556,1.050790149,14.69886518,0,0
2014-09-28,362.042092,205985.0198,0.962493735,0.871814102,1.053173369,16.13762999,0,0
2014-09-29,357.5754692,206342.5953,0.964485488,0.873236783,1.055734192,16.41451561,0,0
2014-09-30,353.3360472,206695.9313,0.966460087,0.874498247,1.058421928,11.5116521,0,0
2014-10-01,349.3238259,207045.2552,0.967944683,0.875408385,1.060480981,11.30046595,0,0
2014-10-02,345.5388055,207390.794,0.968836755,0.875869254,1.061804255,13.66544507,0,0
2014-10-03,341.9809859,207732.7749,0.969320583,0.875784749,1.062856418,9.999995178,0,0
2014-10-04,338.6503671,208071.4253,0.969744599,0.875776627,1.063712571,8.677633005,0,0
2014-10-05,335.5153045,208406.9406,0.970565856,0.876150202,1.06498151,7.563358908,0,0
