days,Number of HFMD patients,Cu_hfmd,Rt,RtLB,RtUB,Abshum,Rainyseason,schoolvac
2016-07-11,3072.677613,180067.7384,0.931574181,0.900843632,0.96230473,18.5673051,1,0
2016-07-12,3011.059517,183078.7979,0.926031234,0.89505593,0.957006537,16.00986734,1,0
2016-07-13,2945.563454,186024.3614,0.920591136,0.889344639,0.951837633,16.97167732,1,0
2016-07-14,2876.189423,188900.5508,0.915684822,0.884122182,0.947247462,17.44187825,1,0
2016-07-15,2802.937424,191703.4882,0.911785309,0.879864589,0.94370603,14.70490778,1,0
2016-07-16,2725.807457,194429.2957,0.909178894,0.876845705,0.941512083,16.68174767,1,0
2016-07-17,2645.854329,197075.15,0.907779185,0.874980646,0.940577725,15.56843549,1,0
2016-07-18,2567.297268,199642.4473,0.907246215,0.873954641,0.940537788,16.49636315,1,1
2016-07-19,2491.191081,202133.6384,0.907242775,0.87344746,0.941038091,16.35176086,1,1
2016-07-20,2417.535768,204551.1741,0.907565735,0.873259158,0.941872312,17.49694723,1,1
2016-07-21,2346.331329,206897.5055,0.908129309,0.873291576,0.942967042,17.00012942,1,1
2016-07-22,2277.577764,209175.0832,0.908902315,0.873536884,0.944267746,18.48240341,1,1
2016-07-23,2211.275074,211386.3583,0.909869273,0.873957304,0.945781242,19.89207979,1,1
2016-07-24,2147.423257,213533.7816,0.91096476,0.874504657,0.947424863,21.13061974,1,1
2016-07-25,2086.022315,215619.8039,0.912150075,0.875142083,0.949158067,20.77002896,1,1
2016-07-26,2027.072246,217646.8761,0.913396668,0.875834229,0.950959107,18.99493807,1,1
2016-07-27,1970.573052,219617.4492,0.914624511,0.876513664,0.952735359,20.21809696,1,1
2016-07-28,1916.524731,221533.9739,0.915661625,0.877002643,0.954320606,19.04791342,1,1
2016-07-29,1864.927285,223398.9012,0.916274686,0.877071348,0.955478024,20.08753647,1,1
2016-07-30,1815.780713,225214.6819,0.916337113,0.876607298,0.956066928,20.26313315,1,1
2016-07-31,1768.778485,226983.4604,0.915914315,0.875667161,0.956161469,20.36199801,0,1
2016-08-01,1722.694485,228706.1549,0.915164709,0.874396594,0.955932823,19.75380003,0,1
2016-08-02,1677.222183,230383.3771,0.914228548,0.872920959,0.955536136,18.66238758,0,1
2016-08-03,1632.361579,232015.7386,0.913187687,0.871332862,0.955042513,18.64371586,0,1
2016-08-04,1588.112673,233603.8513,0.912080537,0.869670082,0.954490991,18.29365664,0,1
2016-08-05,1544.475465,235148.3268,0.910893643,0.86790481,0.953882476,19.28274016,0,1
2016-08-06,1501.449956,236649.7767,0.909605752,0.866029079,0.953182424,20.05421828,0,1
2016-08-07,1459.036144,238108.8129,0.908258432,0.864083865,0.952432999,17.311334,0,1
2016-08-08,1417.23403,239526.0469,0.906903679,0.862105082,0.951702276,19.55755368,0,1
2016-08-09,1376.043614,240902.0905,0.90553835,0.860104252,0.950972447,19.80612431,0,1
2016-08-10,1335.464896,242237.5554,0.904114285,0.858016105,0.950212464,18.89788659,0,1
2016-08-11,1295.497877,243533.0533,0.902557009,0.855783756,0.949330262,19.48642354,0,1
2016-08-12,1256.142555,244789.1958,0.900824095,0.853366101,0.948282089,20.69064299,0,1
2016-08-13,1217.398932,246006.5948,0.898853483,0.85068303,0.947023937,20.18948554,0,1
2016-08-14,1179.21311,247185.8079,0.896545728,0.847654915,0.945436542,21.00477982,0,1
2016-08-15,1141.369504,248327.1774,0.89385296,0.844212517,0.943493403,18.46063418,0,1
2016-08-16,1103.814217,249430.9916,0.890841797,0.840441242,0.941242352,18.85729879,0,1
2016-08-17,1066.54725,250497.5389,0.887704883,0.836507078,0.938902689,17.71747848,0,1
2016-08-18,1029.568603,251527.1075,0.884566486,0.832530117,0.936602855,18.56323493,0,1
2016-08-19,992.8782748,252519.9857,0.881365316,0.828445104,0.934285528,19.62945645,0,0
2016-08-20,956.4762664,253476.462,0.877915658,0.824063941,0.931767376,17.53845613,0,0
2016-08-21,920.3625776,254396.8246,0.874094745,0.819293188,0.928896303,17.70570802,0,0
2016-08-22,884.5372083,255281.3618,0.869963778,0.814192218,0.925735339,17.91568023,0,0
2016-08-23,849.0001586,256130.3619,0.865716614,0.808881612,0.922551615,18.8949569,0,0
2016-08-24,813.7514284,256944.1134,0.861695833,0.803752993,0.919638673,16.87564853,0,0
2016-08-25,778.7910177,257722.9044,0.858520022,0.799367724,0.917672321,17.81911537,0,0
2016-08-26,744.1189266,258467.0233,0.856869871,0.796381445,0.917358296,11.38289951,0,0
2016-08-27,709.735155,259176.7585,0.857218804,0.795286768,0.91915084,9.029821108,0,0
2016-08-28,675.9896977,259852.7482,0.859658463,0.796114373,0.923202553,11.3983146,0,0
2016-08-29,644.2825336,260497.0307,0.863979651,0.7987444,0.929214902,10.5517102,0,0
2016-08-30,614.9636577,261111.9944,0.869952207,0.803016363,0.936888052,10.69200442,0,0
2016-08-31,588.0330697,261700.0274,0.877335778,0.808653809,0.946017747,12.56216613,0,0
2016-09-01,563.4907698,262263.5182,0.885901577,0.815440407,0.956362746,14.33610848,0,0
2016-09-02,541.336758,262804.855,0.895599075,0.823412075,0.967786075,14.93323273,0,0
2016-09-03,521.5710342,263326.426,0.906533307,0.832697503,0.980369111,15.73585036,0,0
2016-09-04,504.1935985,263830.6196,0.918706386,0.843174279,0.994238493,16.88313283,0,0
2016-09-05,489.2044508,264319.824,0.931892941,0.85479304,1.008992842,16.15541159,0,0
2016-09-06,476.6035911,264796.4276,0.945724785,0.867227957,1.024221613,15.33364448,0,0
2016-09-07,466.3910195,265262.8187,0.9593312,0.879498488,1.039163912,15.21324287,0,0
2016-09-08,458.5667359,265721.3854,0.971244428,0.890455228,1.052033628,15.60000913,0,0
2016-09-09,453.1307404,266174.5161,0.97997437,0.898393541,1.061555199,14.93580537,0,0
2016-09-10,450.0830329,266624.5992,0.984586921,0.902593866,1.066579975,14.36950905,0,0
2016-09-11,448.9346996,267073.5339,0.985420081,0.903307713,1.067532448,14.71616118,0,0
2016-09-12,447.7300852,267521.2639,0.983631373,0.90147654,1.065786207,14.47711141,0,0
2016-09-13,445.9802758,267967.2442,0.980415183,0.898172937,1.062657429,13.8563123,0,0
2016-09-14,443.6852714,268410.9295,0.976543491,0.89424169,1.058845291,14.79937718,0,0
2016-09-15,440.8450719,268851.7746,0.972338245,0.889890493,1.054785996,14.43305596,0,0
2016-09-16,437.4596775,269289.2342,0.967856456,0.885171794,1.050541117,14.31072142,0,0
2016-09-17,433.5290882,269722.7633,0.96328897,0.880465297,1.046112644,13.20808479,0,0
2016-09-18,429.0533038,270151.8166,0.958861465,0.87570356,1.042019369,11.29728642,0,0
2016-09-19,424.0323244,270575.849,0.954469738,0.870969528,1.037969949,10.11931924,0,0
2016-09-20,418.46615,270994.3151,0.950103494,0.866146504,1.034060483,7.12491317,0,0
2016-09-21,412.3547807,271406.6699,0.945978972,0.861546762,1.030411181,7.357647402,0,0
2016-09-22,405.6982163,271812.3681,0.942696029,0.857744641,1.027647417,8.739744317,0,0
2016-09-23,398.496457,272210.8646,0.94096725,0.855211896,1.026722604,10.7285146,0,0
2016-09-24,390.7495027,272601.6141,0.941304974,0.854768916,1.027841032,11.58869119,0,0
2016-09-25,382.6664581,272984.2805,0.943833501,0.856313637,1.031353364,11.503122,0,0
2016-09-26,375.0837422,273359.3643,0.947891596,0.859304781,1.036478411,12.49293878,0,0
